Name,Total Attendances,date
Wye Valley NHS Trust,912.0,2012-01-08
Anglian Community Enterprise Community Interest Company (Ace Cic),448.0,2012-01-08
Assura Chelmsford Llp,906.0,2012-01-08
Assura Lea Valley Llp,229.0,2012-01-08
Basildon And Thurrock University Hospitals NHS Foundation Trust,2017.0,2012-01-08
Bedford Hospital NHS Trust,1137.0,2012-01-08
Bedfordshire PCT,442.0,2012-01-08
Cambridge University Hospitals NHS Foundation Trust,1820.0,2012-01-08
Cambridgeshire Community Services NHS Trust,522.0,2012-01-08
Colchester Hospital University NHS Foundation Trust,1323.0,2012-01-08
Crown Health Centre,460.0,2012-01-08
East And North Hertfordshire NHS Trust,2341.0,2012-01-08
East Coast Community Healthcare C.I.C,83.0,2012-01-08
Greyfriars Health Centre,327.0,2012-01-08
Hertfordshire Community NHS Trust,89.0,2012-01-08
Hinchingbrooke Health Care NHS Trust,674.0,2012-01-08
Ipswich Hospital NHS Trust,1253.0,2012-01-08
James Paget University Hospitals NHS Foundation Trust,1210.0,2012-01-08
Luton And Dunstable Hospital NHS Foundation Trust,1924.0,2012-01-08
Mid Essex Hospital Services NHS Trust,1460.0,2012-01-08
Norfolk And Norwich University Hospitals NHS Foundation Trust,1757.0,2012-01-08
North Colchester Healthcare Centre,1201.0,2012-01-08
Norwich Practices Ltd (Castle Mall),1386.0,2012-01-08
Peterborough And Stamford Hospitals NHS Foundation Trust,1644.0,2012-01-08
Peterborough PCT,1254.0,2012-01-08
South Essex Partnership University NHS Foundation Trust,440.0,2012-01-08
Southend University Hospital NHS Foundation Trust,1612.0,2012-01-08
Suffolk PCT,94.0,2012-01-08
The Princess Alexandra Hospital NHS Trust,1481.0,2012-01-08
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",931.0,2012-01-08
The Riverside Clinic,384.0,2012-01-08
West Hertfordshire Hospitals NHS Trust,2182.0,2012-01-08
West Suffolk NHS Foundation Trust,1034.0,2012-01-08
Barkantine Practice,389.0,2012-01-08
"Barking, Havering And Redbridge University Hospitals NHS Trust",4813.0,2012-01-08
Barnet And Chase Farm Hospitals NHS Trust,2797.0,2012-01-08
Barts And The London NHS Trust,2585.0,2012-01-08
Brent Urgent Care Centre - Central Middlesex Hospital,965.0,2012-01-08
Broad Street Medical Practice & Walk In Centre,555.0,2012-01-08
Bromley PCT,1087.0,2012-01-08
Central London Community Healthcare NHS Trust,3579.0,2012-01-08
Chelsea And Westminster Hospital NHS Foundation Trust,2090.0,2012-01-08
Croydon Health Services NHS Trust,2393.0,2012-01-08
Dmc Vicarage Lane,0.0,2012-01-08
Ealing Hospital NHS Trust,1916.0,2012-01-08
Ealing Urgent Care Centre - Ealing Hospital NHS Trust,0.0,2012-01-08
East London NHS Foundation Trust,0.0,2012-01-08
Edridge Road Community Health Centre,843.0,2012-01-08
Epsom And St Helier University Hospitals NHS Trust,2646.0,2012-01-08
Greenwich Teaching PCT,0.0,2012-01-08
Guy's And St Thomas' NHS Foundation Trust,2886.0,2012-01-08
Harold Wood Walk In Centre,924.0,2012-01-08
Homerton University Hospital NHS Foundation Trust,2174.0,2012-01-08
Hounslow And Richmond Community Healthcare NHS Trust,981.0,2012-01-08
Hurley Group Practice,741.0,2012-01-08
Imperial College Healthcare NHS Trust,5234.0,2012-01-08
King's College Hospital NHS Foundation Trust,2683.0,2012-01-08
Kingston Hospital NHS Trust,2121.0,2012-01-08
Lewisham Healthcare NHS Trust,2092.0,2012-01-08
Moorfields Eye Hospital NHS Foundation Trust,1440.0,2012-01-08
Newham University Hospital NHS Trust,2397.0,2012-01-08
North East London NHS Foundation Trust,1000.0,2012-01-08
North Middlesex University Hospital NHS Trust,2770.0,2012-01-08
North West London Hospitals NHS Trust,3955.0,2012-01-08
Orchard Village Walk-In-Centre,138.0,2012-01-08
Orient Practice,322.0,2012-01-08
Oxleas NHS Foundation Trust,631.0,2012-01-08
Pelc,0.0,2012-01-08
Pelc Redbridge Ooh,0.0,2012-01-08
Royal Brompton And Harefield NHS Foundation Trust,0.0,2012-01-08
Royal Free London NHS Foundation Trust,1702.0,2012-01-08
Royal National Orthopaedic Hospital NHS Trust,0.0,2012-01-08
South London Healthcare NHS Trust,4544.0,2012-01-08
St Andrews Walk-In Centre,556.0,2012-01-08
St George's Healthcare NHS Trust,3441.0,2012-01-08
The Hillingdon Hospitals NHS Foundation Trust,2635.0,2012-01-08
The Practice Heart Of Hounslow,769.0,2012-01-08
The Practice Loxford,532.0,2012-01-08
The Ridgeway Surgery,198.0,2012-01-08
The Springfield Health Centre,332.0,2012-01-08
The Whittington Hospital NHS Trust,1733.0,2012-01-08
Tollgate Lodge Medical Centre,422.0,2012-01-08
University College London Hospitals NHS Foundation Trust,1964.0,2012-01-08
Waldron - Hurley Unregistered Practice,647.0,2012-01-08
West Middlesex University Hospital NHS Trust,1971.0,2012-01-08
Whipps Cross University Hospital NHS Trust,3076.0,2012-01-08
Ashford And St Peter's Hospitals NHS Foundation Trust,1913.0,2012-01-08
Ashford Health Centre,941.0,2012-01-08
Brighton And Sussex University Hospitals NHS Trust,2823.0,2012-01-08
Dartford And Gravesham NHS Trust,1864.0,2012-01-08
Dr Jm Ribchester & Partners,233.0,2012-01-08
East Kent Hospitals University NHS Foundation Trust,3648.0,2012-01-08
East Sussex Healthcare NHS Trust,2593.0,2012-01-08
Frimley Park Hospital NHS Foundation Trust,1870.0,2012-01-08
Kent Community Health NHS Trust,1816.0,2012-01-08
Maidstone And Tunbridge Wells NHS Trust,2185.0,2012-01-08
Medway NHS Foundation Trust,1732.0,2012-01-08
Queen Victoria Hospital NHS Foundation Trust,191.0,2012-01-08
Royal Surrey County Hospital NHS Foundation Trust,1245.0,2012-01-08
Surrey And Sussex Healthcare NHS Trust,1519.0,2012-01-08
Surrey PCT,1194.0,2012-01-08
Sussex Community NHS Trust,1222.0,2012-01-08
Western Sussex Hospitals NHS Trust,2405.0,2012-01-08
Basingstoke And North Hampshire NHS Foundation Trust,830.0,2012-01-08
Berkshire Healthcare NHS Foundation Trust,1098.0,2012-01-08
Buckinghamshire Healthcare NHS Trust,1769.0,2012-01-08
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2115.0,2012-01-08
Isle Of Wight NHS PCT,1250.0,2012-01-08
Milton Keynes Hospital NHS Foundation Trust,1294.0,2012-01-08
Milton Keynes Urgent Care Services Cic,1062.0,2012-01-08
Oxford Health NHS Foundation Trust,439.0,2012-01-08
Oxford University Hospitals NHS Trust,2421.0,2012-01-08
Portsmouth Hospitals NHS Trust,2371.0,2012-01-08
Reading NHS Treatment Centre,780.0,2012-01-08
Royal Berkshire NHS Foundation Trust,1774.0,2012-01-08
Solent NHS Trust,1153.0,2012-01-08
Southern Health NHS Foundation Trust,333.0,2012-01-08
St Mary's NHS Treatment Centre,822.0,2012-01-08
University Hospital Southampton NHS Foundation Trust,2039.0,2012-01-08
Winchester And Eastleigh Healthcare NHS Trust,1018.0,2012-01-08
Wycombe GP Health Centre Eac,389.0,2012-01-08
Assura Minerva Llp,570.0,2012-01-08
Bristol Community Health,999.0,2012-01-08
Cardrew Health Centre,462.0,2012-01-08
Care And Support Partnership,179.0,2012-01-08
Carfax Health Enterprise,750.0,2012-01-08
Dorset County Hospital NHS Foundation Trust,706.0,2012-01-08
Dorset Healthcare University NHS Foundation Trust,548.0,2012-01-08
Gloucestershire Hospitals NHS Foundation Trust,2132.0,2012-01-08
Gloucestershire PCT,1026.0,2012-01-08
GP Walk In Health Centre Service,157.0,2012-01-08
Great Western Hospitals NHS Foundation Trust,1947.0,2012-01-08
North Somerset Community Partnership Community Interest Company,95.0,2012-01-08
Northern Devon Healthcare NHS Trust,2545.0,2012-01-08
Peninsula Community Health C.I.C,1437.0,2012-01-08
Plymouth Community Healthcare (Cic),397.0,2012-01-08
Plymouth Hospitals NHS Trust,1539.0,2012-01-08
Poole Hospital NHS Foundation Trust,994.0,2012-01-08
Royal Cornwall Hospitals NHS Trust,1200.0,2012-01-08
Royal Devon And Exeter NHS Foundation Trust,1739.0,2012-01-08
Royal United Hospital Bath NHS Trust,1317.0,2012-01-08
Salisbury NHS Foundation Trust,811.0,2012-01-08
Sirona Care & Health,45.0,2012-01-08
Somerset Partnership NHS Foundation Trust,1298.0,2012-01-08
South Devon Healthcare NHS Foundation Trust,1338.0,2012-01-08
Taunton And Somerset NHS Foundation Trust,1013.0,2012-01-08
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1160.0,2012-01-08
Torbay Care Trust,695.0,2012-01-08
University Hospitals Bristol NHS Foundation Trust,2032.0,2012-01-08
Weston Area Health NHS Trust,862.0,2012-01-08
Weston GP Healthcare Centre,209.0,2012-01-08
Yeovil District Hospital NHS Foundation Trust,800.0,2012-01-08
City Hospitals Sunderland NHS Foundation Trust,2140.0,2012-01-15
County Durham And Darlington NHS Foundation Trust,4682.0,2012-01-15
Encompass GP Practice 2,610.0,2012-01-15
Gateshead Health NHS Foundation Trust,1049.0,2012-01-15
North Tees And Hartlepool NHS Foundation Trust,1506.0,2012-01-15
Northumbria Healthcare NHS Foundation Trust,2918.0,2012-01-15
South Tees Hospitals NHS Foundation Trust,2554.0,2012-01-15
South Tyneside NHS Foundation Trust,3438.0,2012-01-15
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3001.0,2012-01-15
5 Boroughs Partnership NHS Foundation Trust,1314.0,2012-01-15
Aintree University Hospital NHS Foundation Trust,1666.0,2012-01-15
Alder Hey Children's NHS Foundation Trust,1017.0,2012-01-15
Blackpool Teaching Hospitals NHS Foundation Trust,1667.0,2012-01-15
Bolton NHS Foundation Trust,2849.0,2012-01-15
Bridgewater Community Healthcare NHS Trust,2830.0,2012-01-15
Central Manchester University Hospitals NHS Foundation Trust,3616.0,2012-01-15
Countess Of Chester Hospital NHS Foundation Trust,1422.0,2012-01-15
Cumbria Partnership NHS Foundation Trust,999.0,2012-01-15
East Cheshire NHS Trust,968.0,2012-01-15
East Lancashire Hospitals NHS Trust,3072.0,2012-01-15
Lancashire Teaching Hospitals NHS Foundation Trust,2069.0,2012-01-15
Liverpool Community Health NHS Trust,3099.0,2012-01-15
Liverpool Heart And Chest NHS Foundation Trust,0.0,2012-01-15
Liverpool Women's NHS Foundation Trust,242.0,2012-01-15
Mid Cheshire Hospitals NHS Foundation Trust,1510.0,2012-01-15
North Cumbria University Hospitals NHS Trust,1226.0,2012-01-15
Oldham PCT,912.0,2012-01-15
Pennine Acute Hospitals NHS Trust,5842.0,2012-01-15
Pennine Care NHS Foundation Trust,1303.0,2012-01-15
Royal Liverpool And Broadgreen University Hospitals NHS Trust,1790.0,2012-01-15
Salford Royal NHS Foundation Trust,1552.0,2012-01-15
Southport And Ormskirk Hospital NHS Trust,1638.0,2012-01-15
St Helens And Knowsley Hospitals NHS Trust,2036.0,2012-01-15
Stockport NHS Foundation Trust,1551.0,2012-01-15
Tameside Hospital NHS Foundation Trust,1365.0,2012-01-15
The Christie NHS Foundation Trust,0.0,2012-01-15
The Walton Centre NHS Foundation Trust,0.0,2012-01-15
Trafford Health Centre,313.0,2012-01-15
Trafford Healthcare NHS Trust,1002.0,2012-01-15
University Hospital Of South Manchester NHS Foundation Trust,1895.0,2012-01-15
University Hospitals Of Morecambe Bay NHS Foundation Trust,1535.0,2012-01-15
Warrington And Halton Hospitals NHS Foundation Trust,1768.0,2012-01-15
West Lancashire Healthcare Partnership Community Cic (Sdgh),267.0,2012-01-15
Wirral Community NHS Trust,1399.0,2012-01-15
Wirral University Teaching Hospital NHS Foundation Trust,1640.0,2012-01-15
"Wrightington, Wigan And Leigh NHS Foundation Trust",1561.0,2012-01-15
Airedale NHS Foundation Trust,938.0,2012-01-15
Barnsley Hospital NHS Foundation Trust,1429.0,2012-01-15
Bradford Teaching Hospitals NHS Foundation Trust,2355.0,2012-01-15
Calderdale And Huddersfield NHS Foundation Trust,2425.0,2012-01-15
City Health Care Partnership Cic,295.0,2012-01-15
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3067.0,2012-01-15
Harrogate And District NHS Foundation Trust,1130.0,2012-01-15
Hull And East Yorkshire Hospitals NHS Trust,2143.0,2012-01-15
Humber NHS Foundation Trust,224.0,2012-01-15
Lcd-Leeds-Ooh,628.0,2012-01-15
Leeds Teaching Hospitals NHS Trust,4091.0,2012-01-15
Local Care Direct Ooh,735.0,2012-01-15
Locala Community Partnerships,223.0,2012-01-15
Mid Yorkshire Hospitals NHS Trust,3742.0,2012-01-15
North East Lincolnshire Care Trust Plus,121.0,2012-01-15
Northern Lincolnshire And Goole Hospitals NHS Foundation Trust,2379.0,2012-01-15
Rotherham Community Health Centre,936.0,2012-01-15
Scarborough And North East Yorkshire Health Care NHS Trust,830.0,2012-01-15
Sheffield Children's NHS Foundation Trust,910.0,2012-01-15
Sheffield City GP Hc (Wic),1167.0,2012-01-15
Sheffield Teaching Hospitals NHS Foundation Trust,2594.0,2012-01-15
South West Yorkshire Partnership NHS Foundation Trust,0.0,2012-01-15
The Rotherham NHS Foundation Trust,1289.0,2012-01-15
York Teaching Hospital NHS Foundation Trust,2040.0,2012-01-15
Chesterfield Royal Hospital NHS Foundation Trust,1267.0,2012-01-15
Derby Hospitals NHS Foundation Trust,1990.0,2012-01-15
Derby Open Access Centre,602.0,2012-01-15
Derbyshire Community Health Services NHS Trust,769.0,2012-01-15
Derbyshire Health United Ltd,1043.0,2012-01-15
Dr GP Hanlon's Practice,799.0,2012-01-15
Ilkeston Family Practice & Walk In Ctr,447.0,2012-01-15
Kettering General Hospital NHS Foundation Trust,1441.0,2012-01-15
Lakeside Plus Limited,584.0,2012-01-15
Latham House Medical Practice,99.0,2012-01-15
Lincolnshire Community Health Services NHS Trust,1747.0,2012-01-15
Market Harborough Med.Ctr,203.0,2012-01-15
NHS Nottingham City 8Am-8Pm Health Centre,584.0,2012-01-15
Northampton General Hospital NHS Trust,1713.0,2012-01-15
Nottingham Citycare Partnership,1022.0,2012-01-15
Nottingham University Hospitals NHS Trust,3092.0,2012-01-15
Oakham Medical Practice,43.0,2012-01-15
Sherwood Forest Hospitals NHS Foundation Trust,1934.0,2012-01-15
United Lincolnshire Hospitals NHS Trust,2978.0,2012-01-15
University Hospitals Of Leicester NHS Trust,3711.0,2012-01-15
Assura Vertis Urgent Care Centres (Birmingham),1028.0,2012-01-15
Badger Walsall Ooh,452.0,2012-01-15
Birmingham Children's Hospital NHS Foundation Trust,826.0,2012-01-15
Birmingham Coin,676.0,2012-01-15
Birmingham Community Healthcare NHS Trust,207.0,2012-01-15
Birmingham Women's NHS Foundation Trust,0.0,2012-01-15
Burton Hospitals NHS Foundation Trust,2155.0,2012-01-15
Coventry And Warwickshire Partnership NHS Trust,0.0,2012-01-15
Coventry NHS Healthcare Ctr,1055.0,2012-01-15
Dudley Borough Walk In Centre,895.0,2012-01-15
George Eliot Hospital NHS Trust,1233.0,2012-01-15
Greet General Practice & Urgent Care Centre,538.0,2012-01-15
Heart Of England NHS Foundation Trust,4140.0,2012-01-15
Malling Health - Telford Wic,280.0,2012-01-15
Malling Health - Wrekin Wic,296.0,2012-01-15
Mid Staffordshire NHS Foundation Trust,1199.0,2012-01-15
Sandwell And West Birmingham Hospitals NHS Trust,3921.0,2012-01-15
Showell Park Health & Walk In Centre,521.0,2012-01-15
Shrewsbury And Telford Hospital NHS Trust,1916.0,2012-01-15
Shropshire Community Health NHS Trust,467.0,2012-01-15
Shropshire Walk In Health Centre,503.0,2012-01-15
Solihull PCT,1496.0,2012-01-15
South Birmingham PCT,809.0,2012-01-15
South Warwickshire NHS Foundation Trust,1068.0,2012-01-15
Staffordshire And Stoke On Trent Partnership NHS Trust,894.0,2012-01-15
Summerfield Urgent Care Centre,672.0,2012-01-15
The Dudley Group NHS Foundation Trust,1815.0,2012-01-15
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2012-01-15
The Royal Wolverhampton Hospitals NHS Trust,2367.0,2012-01-15
University Hospital Of North Staffordshire NHS Trust,2079.0,2012-01-15
University Hospitals Birmingham NHS Foundation Trust,1610.0,2012-01-15
University Hospitals Coventry And Warwickshire NHS Trust,3198.0,2012-01-15
Walsall Healthcare NHS Trust,1472.0,2012-01-15
Walsall Teaching PCT,807.0,2012-01-15
Worcestershire Acute Hospitals NHS Trust,2404.0,2012-01-15
Worcestershire Health And Care NHS Trust,699.0,2012-01-15
Wye Valley NHS Trust,931.0,2012-01-15
Anglian Community Enterprise Community Interest Company (Ace Cic),435.0,2012-01-15
Assura Chelmsford Llp,679.0,2012-01-15
Assura Lea Valley Llp,242.0,2012-01-15
Basildon And Thurrock University Hospitals NHS Foundation Trust,1913.0,2012-01-15
Bedford Hospital NHS Trust,1114.0,2012-01-15
Bedfordshire PCT,356.0,2012-01-15
Cambridge University Hospitals NHS Foundation Trust,1800.0,2012-01-15
Cambridgeshire Community Services NHS Trust,555.0,2012-01-15
Colchester Hospital University NHS Foundation Trust,1212.0,2012-01-15
Crown Health Centre,407.0,2012-01-15
East And North Hertfordshire NHS Trust,2224.0,2012-01-15
East Coast Community Healthcare C.I.C,115.0,2012-01-15
Greyfriars Health Centre,7.0,2012-01-15
Hertfordshire Community NHS Trust,171.0,2012-01-15
Hinchingbrooke Health Care NHS Trust,642.0,2012-01-15
Ipswich Hospital NHS Trust,1069.0,2012-01-15
James Paget University Hospitals NHS Foundation Trust,1234.0,2012-01-15
Luton And Dunstable Hospital NHS Foundation Trust,1744.0,2012-01-15
Mid Essex Hospital Services NHS Trust,1362.0,2012-01-15
Norfolk And Norwich University Hospitals NHS Foundation Trust,1751.0,2012-01-15
North Colchester Healthcare Centre,967.0,2012-01-15
Norwich Practices Ltd (Castle Mall),1156.0,2012-01-15
Peterborough And Stamford Hospitals NHS Foundation Trust,1588.0,2012-01-15
Peterborough PCT,1381.0,2012-01-15
South Essex Partnership University NHS Foundation Trust,461.0,2012-01-15
Southend University Hospital NHS Foundation Trust,1633.0,2012-01-15
Suffolk PCT,115.0,2012-01-15
The Princess Alexandra Hospital NHS Trust,1499.0,2012-01-15
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",930.0,2012-01-15
The Riverside Clinic,411.0,2012-01-15
West Hertfordshire Hospitals NHS Trust,2228.0,2012-01-15
West Suffolk NHS Foundation Trust,989.0,2012-01-15
Barkantine Practice,340.0,2012-01-15
"Barking, Havering And Redbridge University Hospitals NHS Trust",4706.0,2012-01-15
Barnet And Chase Farm Hospitals NHS Trust,2840.0,2012-01-15
Barts And The London NHS Trust,2515.0,2012-01-15
Brent Urgent Care Centre - Central Middlesex Hospital,879.0,2012-01-15
Broad Street Medical Practice & Walk In Centre,566.0,2012-01-15
Bromley PCT,511.0,2012-01-15
Central London Community Healthcare NHS Trust,3652.0,2012-01-15
Chelsea And Westminster Hospital NHS Foundation Trust,2066.0,2012-01-15
Croydon Health Services NHS Trust,2377.0,2012-01-15
Dmc Vicarage Lane,0.0,2012-01-15
Ealing Hospital NHS Trust,1810.0,2012-01-15
Ealing Urgent Care Centre - Ealing Hospital NHS Trust,0.0,2012-01-15
East London NHS Foundation Trust,0.0,2012-01-15
Edridge Road Community Health Centre,672.0,2012-01-15
Epsom And St Helier University Hospitals NHS Trust,2606.0,2012-01-15
Greenwich Teaching PCT,0.0,2012-01-15
Guy's And St Thomas' NHS Foundation Trust,2930.0,2012-01-15
Harold Wood Walk In Centre,726.0,2012-01-15
Homerton University Hospital NHS Foundation Trust,2087.0,2012-01-15
Hounslow And Richmond Community Healthcare NHS Trust,793.0,2012-01-15
Hurley Group Practice,783.0,2012-01-15
Imperial College Healthcare NHS Trust,5011.0,2012-01-15
King's College Hospital NHS Foundation Trust,2737.0,2012-01-15
Kingston Hospital NHS Trust,2009.0,2012-01-15
Lewisham Healthcare NHS Trust,2084.0,2012-01-15
Moorfields Eye Hospital NHS Foundation Trust,1521.0,2012-01-15
